Text,labels,Hate Speech,Abusive Speech,SARA,Radicalism,Defamation
font arial hitam mantap besok ahogtod langsung sekretaris jenderal pb mampus murtad aceh aku iya mampus fuck quote jalan cinta adb aceh muslim dijakarta ubah pikir murtad sok syariat islam implementasi kaco ilmu cetek guncang untung pancung jalan jalur nsebenarnya ulang nabi uclim pertamakalai sebar agama uclim sebar kali perang bunuh pengalan saman uclim yahudi ndi ayat ayat perang bunuh bedan uclim yahudi nayat yahudi bangsa rang bangsa hidup tanah kanan israel ayat uclim perintah sehinga yahudi teroris tanah israel uclim teroris dunia nsurat at taubah ayat napabila habis haram bunuh orang orang musyrikin jumpa tangkap kepung intai intai taubat diri salat tunai zakat ilah bebas jalan sesunguhnya alah maha kam maha sayang,"['Hate Speech', 'Radicalism']",1,0,0,1,0
bodoh dipaksain kshan guru orang tua ajar beli papua liter yh sulawesi beli liter iya beda lha hrgnya,"['Hate Speech', 'Defamation']",1,0,0,0,1
h coblos pilih kepala daerah jawa indikasi pelangaran salah calon ntim sukses sudirman said ida fauziah tangkap sebar sms beranta coblos pasang calon nhal bukti orang tangkap mertoyudan magelang giat ilegal aces masyarakat isi aja coblos paslon nomor urut nhal pelangaran tenang ilegal aces ite nomor pasal ayat pasal ntindakan curang calon tindak preseden buruk pasang sudirman ida nmari pilih calon baik berani menang,[],0,0,0,0,0
hei bujang binatang mulut mu dik emak mu iya emak mu biar ku pindes anak cucu dajal,"['Hate Speech', 'Defamation']",1,0,0,0,1
jam gin tsunami papua bohong aje bodoh sih bagus tsunami,"['Hate Speech', 'Defamation']",1,0,0,0,1
heh kontol jan sok mes rp muka memek orang tua monyet agama aje agama kontol,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
aduh paha bgian pingul bntuk pingul aneh sumpah wanita pingul luris bentuk iya bentuk bgian pntat wanita asli mah pingul bagus lengkung tu lutut gitu deh lihat bgtu,['Abusive Speech'],0,1,0,0,0
aslix gerombol toilet kencing onta paham lngsung kofar kafir umat mayoritas non alumni monas juta institusi resmi mui situ ulama radikalisme terorisme bodoh kejang langsung laku aksi bom bunuh,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
ongkang injekin nasbungtaik khilafvck nora popo nlanjutkan mantap ngoyang puting hitam,['Abusive Speech'],0,1,0,0,0
norak iklan mantan mendikbud respech tenun kebangsan maksud htps t co uxheykblg,[],0,0,0,0,0
nya ampun orang bodoh ras gembel iya pukul ampun deh ampun mojokin ras habis ngecounter jenis mojokin ras nuduh cina total goblok sumpah keluarga anak istri malu pimping bodoh kaya orang gaul gembel ras njangan anak nurunin pikir goblok goblokin iya mbel nmales ngeladenin norak ngetype nloe npagi pagi ngadepin norak,"['Hate Speech', 'Defamation']",1,0,0,0,1
jejelin durian pantat rt jejelin kontol mau iya jejelin memek biar tobat rt,['Abusive Speech'],0,1,0,0,0
barbar biadab mang palestin ngoblok dikibulin palywod ndr zaman mas uclim swrig baca palywod nmo percaya takut propaganda yahudi ntp lihat laku uclim dimanamana iya biang rusuh dunia,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
banci cari sensasi sok sok ungkit kevin hilers yakali biar lagu wkwkwkwkw naik pamor tu prestasi banci sensasi hahahaha kasi sih dasar banci fakir pamor,"['Hate Speech', 'Defamation']",1,0,0,0,1
silit e bosok kui silit opo wajan tertawa silit wedok ki badan aduhai swemog iki koyok panci dandang gosong tertawa,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
pler bangsat nliga overated overhyped overpriced bangsat npaling ujungujungnya ampas ucl bangsat klub timnas bangsat ntimnas ling cundang ajang euro dunia cup bangsat nang sih ling juara dunia cup bangsat njaman foto warna b w,"['Hate Speech', 'Defamation']",1,0,0,0,1
i jenguk i jenguk kopek iya ampun gedek sik,[],0,0,0,0,0
le give my opinion abt this nikah modal kontol memek nikah satu pasang kasih,['Abusive Speech'],0,1,0,0,0
private mesage me back if have old malaysian dubai uae singapore brunei cina coin note sale open price pieces rmk,[],0,0,0,0,0
rt rt baca surat sih orang bom bunuh kafir cari makna kafir quran,"['Hate Speech', 'Radicalism']",1,0,0,1,0
pantatlu pahalu dagingya gelombang silikonya busuk kayak kencang jalan batu rem liat,"['Hate Speech', 'Defamation']",1,0,0,0,1
taruh bom tubuh lari orang kafir ledak temu tujuh bidadari telah maf gay,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
lagu kontol ciptain kontol ciptain lagu suka kontol kontol lucinta luna,"['Hate Speech', 'Defamation']",1,0,0,0,1
memek tika buka lebar lendir memek alir sodok kencang ah lepas kontol jilat peju ah,['Abusive Speech'],0,1,0,0,0
furabit bayar untung nihil ninvestai nbuat uang simpan purabit gx hasil ambil nd tungu uang juta nbelum masuk untung nya nmau untung nbunting npikir z inves nya pribadi ngalamin nya pribadi nyoba nmasih nol nzonk,[],0,0,0,0,0
selasa mei ahok penjara nista agama balon karang bunga guna pic twiter com wofjruzg,[],0,0,0,0,0
wtc building demolition bom bal mikro nuklir bom panci bom melayu hight fitna terorisme buat orang kafir menungangi awam,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
rembet nya rt presiden klas topeng monyet rt sat papua duka jokowi cekikik,"['Hate Speech', 'Defamation']",1,0,0,0,1
tingalkan agama nmanusia korban doktrin doktrin agama ajar ajar agama ntidak bunuh masuk surga nberduka korban duka,[],0,0,0,0,0
grosir kartu kuota tsel gb rb gb rb gb rb al jaring g g minat sila chat pesan langsung whatsap,[],0,0,0,0,0
nane pilih lexi barusan rilis nvario nmax dashboard aerox mesin va alias pinjem ngebut mentok asa tenaga ncoba cek dealer bagasi muat tas anak jok dinaikin istri anak istri njaga imbang henti cewek mungil nmax lho ncuman hati praktik puji sales dealer yamaha nkalau vario bloger sih facelift iya sayang beli desain kemarin ntapi iya selera sih nhobi nonton sinema elektronik genre drama juragan nkayaknya hitam campaign nkalau mar boy honda oke kayak suhu mar motor mar merk nmereka kasih rekomendasi dasar alam beda orang beda alam jenis motor nbisa akses kaskus buka lapak toko daring lai beli sparepart natau lokasi hutan pulau pencil jangkau pos indonesia juragan natau pulsa buka tutorial ngebengkel motor tipe youtube nkalau sulit beli sparepart komunitas bantu alas lai kayak transportasi sepeda sepatu bot kuat kuda keren atlet olimpiade nseperti bilang fungsional kecuali cari motor hobi bebas nyuruh merk npertama bilang jok vario keras empuk katauan ngendarain vario nkedua orang vario suruh pakai alamat bengkel suzuki nanganin part tangung beli bas juta motor ngejogrok dipake diapain nelu rasa mogor motor pulsar iya jakarta bengkel nolak alas erti bengkel spesialis pulsar an npake otak,[],0,0,0,0,0
mbak nya haram nikah siri peras deh masalah hijrah orang mbak alah mbak main ngjudge aja,[],0,0,0,0,0
tertawa bilang suka notch tahap benci nlebay nditambah bilang gembosin jual telepon gengam ber notch indonesia nang sape nkocak sumpah tertawa,[],0,0,0,0,0
wtc building demolition bom bal mikro nuklir bom panci bom melayu hight fitna terorisme buat orang kafir menungangi awam,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
tokyo sat heran orang non muslim bondong bondong masuk islam mualaf deret selebritas papan dunia non muslim mualaf peluk agama islam kali hadir negeri matahari terbit jepang kenal sosok shigeo tokuda aktor senior multi peran jepang kekagumanya sosok nabi putus mualaf ganti nama mohamed sugiono ta libah nperjalananya mohamed sugiono ta libah shoting film sat beliau adu akting wanita muslimah arab nama mia khalifa nwanita hijab fasih hafal quran ini inspirasi sugiono peluk islam npada oktober tempat tokyo islamic center shigeo tokuda syahadat hingi inspirasi orang juragan nhidayah,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
nw j a l o m e com njasa buat toefl itp ielts percaya aman njasa urus surat harga proses ribet aman percaya njual e ktp kakak npwp ijazah s s njual ijazah sd smu s akta lahir ktp njual buku akta nikah akta tanah sertifikat toefl njual ijazah ijazah percaya ram url klik baner mampir website url klik baner mampir website url j a l o m e com njasa buat toefl itp ielts percaya aman njasa urus surat harga proses ribet aman percaya njual e ktp kakak npwp ijazah s s njual ijazah sd smu s akta lahir ktp njual buku akta nikah akta tanah sertifikat toefl njual ijazah ijazah percaya ram,[],0,0,0,0,0
gelik rt rt marah malam jumat bunuh orang kafir ayo,"['Hate Speech', 'Radicalism', 'Defamation']",1,0,0,1,1
hukum tata negara matul huda nilai instruksi wakil gubernur diy larang warga nonpribumi milik hak milik tanah yogyakarta jadi atur daerah masyarakat mengugatnya mahkamah agung nhal disampaikanya sat saksi ahli hukum tata negara sidang gugat lawan instruksi wakil gubernur diy adil negeri yogyakarta kamis konteks mohon usul dprd provinsi diy naik status instruksi atur daerah matul pertanyan hakim angota nuryanto status instruksi sisi hukum ketatanegaran npasalnya matul status instruksi wakil gubernur praktik laku diy undang undang pokok agraria upa otomatis instruksi laku nterlebih sri sultan hamengku buwono ix gubernur raja keraton yogyakarta umum upa nomor laku penuh yogyakarta kaji akademik praktik beda kaji akademik otomatis laku tentang upa nyata laku cabut matul nmenurut matul instruksi cabut buat atur dosen hukum universitas islam indonesia ui saran instruksi naik status sehinga gugat nbaca susah tionghoa tanah yogya npada januari handoko warga turun tionghoa pengugat daftar perkara surat instruksi tolak surat diangap produk undang undang sehinga adil nma putus o gugat terima alas gugat kandung cacat formal nhandoko bawa surat instruksi adil usaha negara ptun yogyakarta ptun adil surat instruksi diskresi bawa ptun bawa o instruksi laku adil naik status atur daerah masyarakat mengugat judicial ulas matul ruang sidang pn yogya matul atur daerah matul urusanya selesai gugat mengugat pemecahanya praktik bawa adil mahkamah konstitusi undang undang tentang konstitusi putus adil tentang diangap laku ndalam adil putus instruksi laku instruksi atur regulasi konteks kini atur nbaca nonpribumi tanah yogya nhandoko mengugat gubernur diy sri sultan hamengkubuwana kali kepala kantor wilayah bpn diy buat lawan hukum laku instruksi wakil kepala daerah daerah istimewa yogyakarta nomor i a tangal maret perihal seragam policy beri hak tanah wni non pribumi handoko dapat sultan kena pidana penjara diskriminasi etnis nsidang pimpin hakim ketua cokro hendromukti diselengarakan agenda dengar terang saksi ahli pengugat sidang lanjut selasa dengar terang saksi ahli gugat bpn perintah daerah diy nastaik bodoh nudah numpang ngelunjak bodoh hukum,[],0,0,0,0,0
ngewe guru tertawa rt cumananya tamat anak sih lakuin,['Abusive Speech'],0,1,0,0,0
cowok sange an kebalikanya cewek sange berat pic twiter com ldkuymvqzv ful movie porno bokepindo bokepjepang bokepsma bokepjav bispak bisyar memekbasah janda tantegirang ceweknakal openbo cewekbokingan sengama,['Abusive Speech'],0,1,0,0,0
tertawa geneh sunat merdeka bong kafir babi voc usir mash sunat tertawa,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
rt moto bangsa bhineka tungal ika beda buka serban hijab rules kafir usir,"['Hate Speech', 'Radicalism']",1,0,0,1,0
quote jalan cinta afedeb nsatu peristiwa multi tafsir dipake terus klaim kuas mesti keluarga amp turun nabi saw fakta nabi anak laki terus nasab nabi ngajarin muslim egaliter jiwa merdeka tunduk hukum alah kolonial bilang derajat tentu arab arab nasab turun dasar ketakwan tuhan pasca nabi saw wafat amp abu bakar ra angkat pakai musyawarah lho ujug nya abdurahman bin auf aklamasi dijadin khalifah ngotot nolak ali ra mencak sih orang aku ikut ali ra repot nhidup muslim cari ridha tuhan sibuk teori konspirasi kuas sibuk konspirasi amp hujat sahabat umar abubakar utsman ra plus aisyah ra negeri nya urus nabi anak laki hasil berzinah budak mariyah ntapi kabar burung alir belah anak laki mati racun aisah abu bakar kuas nabi jatuh anak laki nabi njika sat mati nabi anak laki abu bakar kuas nabi nabi ajar mengkolonisial wilayah hinga tunduk islam islam derajat sebut kafir muslim alir belah pasca nabi mati racun aisyah curang abu bakar,[],0,0,0,0,0
teriak ganyang cina anti cina dinjek injek cina halah kontol amoy cina ngangkang dipake ganyang bangsat,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
duga bibit teroris iya kelompok mahami tekstual darah kafir halal langsung bom konteks tafsir dalam balik gagal paham sengaja milih nutup mata,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
hujat makan pakai uang kasih,[],0,0,0,0,0
yagitu banci suport sebentar perang malaysia kirim ksana biar perang warna warni,[],0,0,0,0,0
anjing of besok pesan langsung seks neh kakaku jilatin memek tambah cowok remes toked,['Abusive Speech'],0,1,0,0,0
keci sih taoge dibuly konsekuensi bilang cina kafir usir indonesia nyali adu taoge polisi,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
tertawa maki lawan mah tindas pimpin munafik lindung nista agama lainlain agama nomor islam tobat rot,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
iya orang indonesia mah suka ribet urus urusanya nikah siri apa nangung suka duka repot,[],0,0,0,0,0
unduh apk dual chat scan barkot whatsap orang bajak selesai deh monitor pacar telepon gengam,[],0,0,0,0,0
wtc building demolition bom bal mikro nuklir bom panci bom melayu hight fitna terorisme buat orang kafir menungangi awam,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
cipok tangan grayangin cewek tetek memek ngocokin kontol,['Abusive Speech'],0,1,0,0,0
maf iya tolong mulut pedes cepat nyeletuk iya numpang ngetren sosial media nya biar dilike netizen sok ngebela bela bilang akun bodong apa bodong bodong banci kerja salon geblek agama bodong laki laki cewek iri cantik lucinta luna faedah netizen ngomentar lucinta luna diangap iri kecantikanya materi bodong bilang kaya hasil halal inti nyeplas nyeplos pikir pikir,[],0,0,0,0,0
tempat tugas daerah pencil dinas papua pisah jogja jakarta tear,[],0,0,0,0,0
idih mbak cela orang sinting situ kale ah sinting orang bicara nyolot,"['Hate Speech', 'Defamation']",1,0,0,0,1
nberita rupiah lemah harga harga roket rakyat susah cari kerja kerja asing roket rakyat pribumi hilang pekerjan phk tarif listrik kila harga bahan bakar minyak mahal nastak bayar benci islam tebar benci islam miskin roket nmantap col,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
maf iya mbak cantik pandai islam agama damai sejuk penuh kasih sayang tampil kelompok orang leceh islam mengunakan alas agama mengunakan sopan sunguh sayang selamat puasa mbak cantik moga puasa lancar pahala ting tingi amin,[],0,0,0,0,0
rusak deh negara beda papua malu pisah negara satu republik indonesia bobrok moral jiwa toleransi,[],0,0,0,0,0
bahan coli seksi bispak birah tetek puting jilmek seks kontol sepong amoy bisyar lonte jarang belai ejakulasi igo amoysange panlok sange ngewe memek tante sengama seks janda seks twiter com skgzidljp,['Abusive Speech'],0,1,0,0,0
sengama memek sempit masuk jari perih sedih cowokp,['Abusive Speech'],0,1,0,0,0
kalah ayo kalah coba keberuntunganya situs sahabatq iya bos promo bonus rolingan promo bonus referal bonus ekstra referal ayo tungu temanteman gabung temanteman informasi sila hubung customer layan daring jam livechat w mejasahabat net pin bahan bakar minyak android customer layan shbt pin bahan bakar minyak blackbery customer layan ae pin bahan bakar minyak blackbery customer layan bdae whatsap buru daftar iya tungu temanteman daftar sila klik kolom daftar link bos,[],0,0,0,0,0
